bill_type_bill_name_bill_ID	missing_votes	 Arlen Specter (PA)	 Barack H. Obama (IL)	 Barbara A. Mikulski (MD)	 Barbara Boxer (CA)	 Bill Nelson (FL)	 Blanche L. Lincoln (AR)	 Byron L. Dorgan (ND)	 C. Saxby Chambliss (GA)	 Carl Levin (MI)	 Charles E. 'Chuck' Grassley (IA)	 Charles E. 'Chuck' Schumer (NY)	 Charles T. 'Chuck' Hagel (NE)	 Christopher J. Dodd (CT)	 Christopher S. 'Kit' Bond (MO)	 Conrad R. Burns (MT)	 Craig Thomas (WY)	 Daniel K. Inouye (HI)	 Daniel Kahikina Akaka (HI)	 David B. Vitter (LA)	 Debbie Ann Stabenow (MI)	 Dianne Feinstein (CA)	 E. Benjamin 'Ben' Nelson (NE)	 Edward M. 'Ted' Kennedy (MA)	 Elizabeth H. Dole (NC)	 Evan Bayh (IN)	 Frank R. Lautenberg (NJ)	 George Felix Allen (VA)	 George V. Voinovich (OH)	 Gordon Harold Smith (OR)	 Harry M. Reid (NV)	 Herbert H. 'Herb' Kohl (WI)	 Hillary Rodham Clinton (NY)	 James M. 'Jim' Inhofe (OK)	 James M. 'Jim' Talent (MO)	 James Merrill 'Jim' Jeffords (VT)	 Jeff Bingaman (NM)	 Jefferson B. 'Jeff' Sessions III (AL)	 Jim Bunning (KY)	 Jim W. DeMint (SC)	 John Cornyn (TX)	 John D. 'Jay' Rockefeller IV (WV)	 John E. Sununu (NH)	 John Eric Ensign (NV)	 John F. 'Jack' Reed (RI)	 John Forbes Kerry (MA)	 John H. 'Johnny' Isakson (GA)	 John R. Thune (SD)	 John S. McCain (AZ)	 John W. Warner (VA)	 Jon Kyl (AZ)	 Joseph I. Lieberman (CT)	 Joseph R. Biden Jr. (DE)	 Judd A. Gregg (NH)	 Kay Bailey Hutchison (TX)	 Ken Salazar (CO)	 Kent Conrad (ND)	 Lamar Alexander (TN)	 Larry E. Craig (ID)	 Lincoln D. Chafee (RI)	 Lindsey O. Graham (SC)	 Lisa A. Murkowski (AK)	 Maria Cantwell (WA)	 Mark Dayton (MN)	 Mark Pryor (AR)	 Mary L. Landrieu (LA)	 Max S. Baucus (MT)	 Mel Martinez (FL)	 Michael B. Enzi (WY)	 Michael D. 'Mike' Crapo (ID)	 Michael 'Mike' DeWine (OH)	 Mitch McConnell (KY)	 Norm Coleman (MN)	 Olympia J. Snowe (ME)	 Orrin G. Hatch (UT)	 Pat Roberts (KS)	 Patrick J. Leahy (VT)	 Patty Murray (WA)	 Paul S. Sarbanes (MD)	 Pete V. Domenici (NM)	 Richard C. Shelby (AL)	 Richard G. Lugar (IN)	 Richard J. 'Dick' Durbin (IL)	 Richard J. 'Rick' Santorum (PA)	 Richard M. Burr (NC)	 Robert C. Byrd (WV)	 Robert F. Bennett (UT)	 Robert Menendez (NJ)	 Ron Wyden (OR)	 Russell D. Feingold (WI)	 Samuel D. 'Sam' Brownback (KS)	 Susan M. Collins (ME)	 Ted Stevens (AK)	 Thad Cochran (MS)	 Thomas Allen 'Tom' Coburn (OK)	 Thomas Richard Carper (DE)	 Thomas 'Tom' Harkin (IA)	 Tim P. Johnson (SD)	 Trent Lott (MS)	 Wayne A. Allard (CO)	 William H. 'Bill' Frist (TN)
Labor_Two Year Minimum Wage Increase Amendment_2643	31	-1	0	-1	-1	0	-1	-1	0	-1	1	-1	1	-1	1	1	1	-1	-1	0	0	-1	0	-1	0	-1	-1	0	1	1	-1	-1	0	1	0	-1	-1	1	1	0	0	-1	0	0	-1	-1	0	0	0	1	1	-1	-1	1	1	0	-1	0	1	0	0	0	0	0	0	-1	-1	0	1	1	1	1	0	-1	1	1	-1	-1	-1	1	1	1	-1	1	0	-1	1	0	-1	-1	1	1	1	1	0	0	-1	-1	1	1	1
Trade Issues_Africa Free Trade bill_2739	31	1	0	1	-1	0	1	-1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	0	-1	0	1	1	0	1	1	-1	1	0	1	0	1	0	1	-1	0	0	1	0	0	-1	1	0	0	1	1	1	1	1	1	1	0	-1	0	1	1	0	0	0	0	0	1	1	0	1	1	1	1	0	-1	1	1	-1	1	1	0	1	1	1	1	0	-1	1	0	1	-1	1	-1	1	1	0	0	1	1	1	1	1
Trade Issues_China Nonproliferation Act_2908	31	-1	0	-1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	1	1	0	1	1	1	-1	0	-1	0	1	1	-1	-1	0	0	1	0	0	1	1	0	0	-1	1	-1	0	1	-1	-1	0	-1	0	1	1	0	0	0	0	0	1	1	0	1	1	-1	-1	0	-1	1	1	1	1	-1	1	-1	1	1	-1	0	-1	1	0	1	-1	1	-1	1	1	0	0	1	1	-1	1	-1
Trade Issues_U.S.-China Relations Act of 2000_2911	31	-1	0	-1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	1	1	0	1	1	-1	1	0	-1	0	-1	1	1	-1	0	0	1	0	0	1	1	0	0	1	1	1	0	1	1	1	0	1	0	1	1	0	0	0	0	0	1	1	0	1	1	1	1	0	1	1	1	1	1	-1	1	1	1	1	1	0	-1	1	0	1	-1	1	1	1	1	0	0	1	1	1	1	1
Abortion Issues_Roe v. Wade Amendment_2618	32	1	0	1	1	0	1	1	0	1	-1	1	-1	1	-1	-1	-1	1	1	0	0	1	0	1	0	1	1	0	-1	-1	-1	1	0	-1	0	1	1	-1	-1	0	0	1	0	0	1	1	0	0	0	1	-1	1	1	0	-1	0	1	0	-1	0	0	0	0	0	0	1	1	0	-1	-1	-1	-1	0	1	-1	-1	1	1	1	-1	-1	-1	1	-1	0	1	-1	0	1	1	-1	1	1	-1	0	0	1	1	-1	-1	-1
Agriculture Issues_Agricultural Appropriations Amendment_2210	32	1	0	-1	-1	0	-1	-1	0	-1	1	-1	1	-1	1	1	0	-1	-1	0	0	-1	0	-1	0	-1	-1	0	1	1	-1	-1	0	1	0	1	-1	1	1	0	0	-1	0	0	-1	-1	0	0	0	1	1	-1	-1	1	1	0	-1	0	1	0	0	0	0	0	0	-1	-1	0	1	1	1	1	0	1	1	1	-1	-1	-1	1	1	1	-1	1	0	-1	1	0	-1	-1	1	1	1	1	0	0	-1	-1	1	1	1
Appropriations_DC/Labor/HHS/Education FY 2000 Appropriations bill_2628	32	1	0	-1	-1	0	-1	-1	0	-1	1	-1	1	-1	1	1	1	-1	-1	0	0	-1	0	-1	0	-1	-1	0	-1	1	-1	-1	0	1	0	1	-1	1	1	0	0	-1	0	0	-1	-1	0	0	0	1	1	-1	-1	0	1	0	-1	0	1	0	0	0	0	0	0	-1	-1	0	1	1	1	1	0	1	1	1	-1	-1	-1	1	1	1	-1	-1	0	1	1	0	-1	-1	1	1	1	1	0	0	-1	-1	1	1	1
"Appropriations_Defense Department Appropriations bill, FY2000_2602"	32	1	0	1	-1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	-1	1	0	-1	1	1	-1	0	1	0	1	1	1	1	0	0	1	0	0	1	0	0	0	-1	1	1	1	1	1	1	0	1	0	1	0	0	0	0	0	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	-1	1	1	1	1	0	0	-1	1	1	1	1
Appropriations_District of Columbia FY2000 Appropriations bill_2648	32	1	0	1	-1	0	1	-1	0	-1	1	1	-1	1	1	1	-1	1	1	0	0	1	0	1	0	-1	1	0	-1	0	1	-1	0	-1	0	1	1	-1	1	0	0	1	0	0	1	1	0	0	-1	1	1	1	1	1	1	0	-1	0	1	0	0	0	0	0	0	1	-1	0	-1	1	1	1	0	1	1	1	1	0	1	1	-1	1	1	1	0	-1	1	0	1	-1	1	1	1	1	0	0	1	1	1	-1	1
"Appropriations_Veterans Affairs and HUD Appropriations bill, FY 2000_2604"	32	1	0	1	1	0	1	1	0	1	1	1	1	0	1	1	1	1	1	0	0	1	0	0	0	-1	1	0	-1	1	1	1	0	1	0	1	1	1	1	0	0	1	0	0	1	1	0	0	-1	1	-1	1	1	1	1	0	1	0	1	0	0	0	0	0	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	-1	1	1	1	1	0	0	1	1	1	1	1
"Budget, Spending and Taxes_Congressional Budget resolution FY 2001_2717"	32	1	0	-1	-1	0	-1	-1	0	-1	1	-1	1	-1	1	1	1	-1	-1	0	0	-1	0	-1	0	-1	-1	0	-1	1	0	-1	0	1	0	1	-1	1	1	0	0	-1	0	0	-1	-1	0	0	0	1	1	-1	-1	1	1	0	-1	0	1	-1	0	0	0	0	0	-1	-1	0	1	1	1	1	0	1	1	1	-1	-1	-1	1	1	1	-1	1	0	-1	0	0	-1	-1	1	1	1	1	0	0	-1	-1	1	1	1
Business and Consumers_Bankruptcy Reform bill_2657	32	1	0	1	-1	0	1	1	0	1	1	-1	1	-1	1	0	1	1	1	0	0	1	0	-1	0	1	-1	0	1	1	1	1	0	1	0	1	1	1	1	0	0	1	0	0	-1	1	0	0	0	1	1	1	1	1	-1	0	1	0	1	0	0	0	0	0	0	1	1	0	1	1	1	1	0	1	1	1	1	1	-1	1	1	1	1	1	0	1	1	0	1	-1	-1	1	1	1	0	0	-1	1	1	1	1
Defense_FY 2000 Defense Auth.--Passage_2280	32	1	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	0	1	0	0	1	1	1	-1	0	1	0	1	1	1	1	0	0	1	0	0	1	1	0	0	1	1	1	1	1	1	1	0	1	0	1	0	0	0	0	0	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	1	-1	1	1	1	1	0	0	1	1	1	1	1
Environmental Issues_Nuclear Waste Policy Amendments Act_2664	32	1	0	-1	-1	0	1	-1	0	1	1	-1	1	-1	1	1	1	-1	-1	0	0	-1	0	0	0	-1	-1	0	1	1	-1	1	0	1	0	1	-1	1	1	0	0	-1	0	0	-1	-1	0	0	0	1	1	-1	-1	1	1	0	-1	0	1	0	0	0	0	0	0	1	-1	0	1	1	1	1	0	1	1	1	1	1	-1	1	1	1	-1	1	0	-1	1	0	-1	-1	1	1	1	1	0	0	-1	-1	1	1	1
Executive Branch_Richard Holbrooke for Representative to the UN_2422	32	1	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	1	1	1	1	0	-1	0	1	1	-1	-1	0	0	1	0	0	1	1	0	0	1	1	-1	1	1	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	1	0	-1	0	1	1	0	1	1	-1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0	1	1	-1	-1	1
Health Issues_Off-budget Lockbox Amendment_2806	32	1	0	1	1	0	1	1	0	1	-1	1	-1	1	-1	1	-1	0	1	0	0	1	0	1	0	1	1	0	1	1	1	1	0	-1	0	1	1	-1	-1	0	0	1	0	0	1	1	0	0	-1	-1	-1	1	1	0	1	0	1	0	-1	1	0	0	0	0	0	1	1	0	-1	-1	1	0	0	1	-1	-1	1	1	1	-1	-1	-1	1	-1	0	1	-1	0	1	1	-1	1	-1	-1	0	0	1	1	-1	-1	-1
Health Issues_Social Security and Medicare Surplus Amendment_2807	32	1	0	-1	-1	0	-1	-1	0	-1	1	-1	1	-1	1	1	1	0	-1	0	0	-1	0	-1	0	-1	-1	0	1	1	-1	-1	0	1	0	1	-1	1	1	0	0	-1	0	0	-1	-1	0	0	1	1	1	-1	-1	0	1	0	-1	0	1	1	0	0	0	0	0	-1	-1	0	1	1	1	1	0	1	1	1	0	-1	-1	1	1	1	-1	1	0	-1	1	0	-1	1	1	1	-1	1	0	0	-1	-1	1	1	1
"Immigration_American Competitiveness in the 21st Century Act, 2000_2916"	32	1	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	0	1	1	1	1	0	1	0	1	1	1	1	0	0	1	0	0	1	1	0	0	1	1	1	0	1	1	1	0	1	0	1	1	0	0	0	0	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1
Social Issues_Puerto Rican Nationals resolution_2536	32	1	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	-1	0	0	1	0	1	0	1	1	0	1	1	1	1	0	1	0	1	1	1	1	0	0	1	0	0	1	1	0	0	0	1	1	1	1	0	1	0	1	0	1	0	0	0	0	0	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1
Appropriations_Agricultural Aid Amendment_2423	33	1	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	1	1	0	-1	1	1	1	0	1	0	1	1	1	1	0	0	1	0	0	1	1	0	0	1	1	1	1	1	-1	1	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	-1	1	1	1	1	0	0	1	1	1	1	1
Appropriations_Transportation Department FY2000 Appropriations bill_2531	33	1	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	1	0	0	1	0	0	0	1	1	0	1	1	1	1	0	1	0	1	1	1	1	0	0	1	0	0	1	1	0	0	0	1	1	1	1	1	1	0	1	0	1	0	0	0	0	0	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1
Appropriations_Foreign Operations FY 2001 Appropriations bill_3486	34	1	0	1	1	0	-1	1	0	1	1	1	1	1	1	0	-1	1	0	0	0	0	0	1	0	-1	1	0	-1	1	1	-1	0	1	0	1	1	-1	1	0	0	1	0	0	1	1	0	0	-1	1	-1	0	1	1	1	0	-1	0	-1	1	0	0	0	0	0	-1	1	0	-1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	-1	1	0	1	-1	1	1	1	1	0	0	1	-1	1	-1	0
Arts and Humanities_NEA Funding_2418	34	1	0	1	1	0	1	1	0	1	1	1	-1	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	1	1	1	1	0	-1	0	1	1	-1	-1	0	0	0	0	0	1	1	0	0	-1	1	-1	1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	-1	1	1	1	0	0	1	1	1	0	1
"Budget, Spending and Taxes_Marriage Tax Relief Bill_3522"	34	1	0	-1	0	0	-1	-1	0	-1	1	-1	1	-1	1	1	1	0	-1	0	0	1	0	-1	0	-1	-1	0	-1	1	-1	1	0	1	0	1	-1	1	1	0	0	-1	0	0	-1	0	0	0	1	1	1	-1	1	1	1	0	-1	0	1	0	0	0	0	0	0	1	-1	0	1	1	1	1	0	1	1	1	-1	0	-1	1	1	1	-1	1	0	1	1	0	-1	-1	1	1	1	1	0	0	-1	-1	1	1	1
Trade Issues_Africa Free Trade bill_2632	34	1	0	1	-1	0	1	-1	0	1	1	1	1	1	1	1	1	0	-1	0	0	1	0	0	0	1	1	0	1	1	-1	1	0	1	0	1	1	1	-1	0	0	1	0	0	-1	1	0	0	0	1	1	1	1	1	1	0	1	0	1	0	0	0	0	0	0	1	1	0	1	1	1	1	0	-1	1	1	-1	1	-1	1	1	1	1	0	0	-1	1	0	1	-1	1	-1	1	1	0	0	1	1	1	1	1
Appropriations_District of Columbia FY2000 Appropriations bill_2530	35	1	0	-1	-1	0	-1	-1	0	-1	1	-1	1	-1	1	1	1	0	-1	0	0	-1	0	0	0	-1	-1	0	1	1	-1	-1	0	1	0	-1	-1	1	1	0	0	-1	0	0	-1	0	0	0	0	1	1	-1	-1	1	1	0	1	0	1	0	0	0	0	0	0	-1	-1	0	1	0	1	1	0	1	1	1	-1	-1	-1	1	-1	1	-1	1	0	1	1	0	-1	-1	1	1	1	1	0	0	-1	-1	1	1	1
Abortion Issues_Fetal Tissue Research Amendment_1432	36	-1	0	-1	-1	0	0	-1	0	-1	1	0	1	-1	1	1	1	-1	-1	0	0	-1	0	-1	0	0	-1	0	0	-1	-1	-1	0	1	0	-1	-1	1	0	0	0	-1	0	0	-1	-1	0	0	-1	-1	1	-1	-1	1	1	0	-1	0	1	0	0	0	0	0	0	-1	-1	0	1	0	1	-1	0	-1	1	1	-1	-1	-1	1	1	-1	-1	1	0	-1	1	0	-1	-1	1	-1	-1	-1	0	0	-1	-1	1	1	1
Abortion Issues_Late-Term Abortion - Override President's Veto_2043	36	1	0	-1	-1	0	0	1	0	-1	1	0	1	-1	1	1	1	-1	-1	0	0	-1	0	-1	0	0	-1	0	0	1	1	-1	0	1	0	-1	-1	1	0	0	0	-1	0	0	-1	-1	0	0	1	1	1	-1	1	1	1	0	1	0	1	0	0	0	0	0	0	1	-1	0	1	0	1	1	0	-1	1	1	1	-1	-1	1	1	1	-1	1	0	1	1	0	-1	-1	1	-1	1	1	0	0	-1	1	1	1	1
Abortion Issues_Partial-Birth Abortion bill_1229	36	1	0	-1	-1	0	0	1	0	-1	1	0	1	-1	1	1	1	-1	-1	0	0	-1	0	-1	0	0	-1	0	0	1	1	-1	0	1	0	-1	-1	1	0	0	0	-1	0	0	-1	-1	0	0	1	1	1	-1	1	1	1	0	1	0	1	0	0	0	0	0	0	1	-1	0	1	0	1	1	0	-1	1	1	1	-1	-1	1	1	1	-1	1	0	1	1	0	-1	-1	1	-1	1	1	0	0	-1	1	1	1	1
Agriculture Issues_Agricultural Research bill_1699	36	1	0	1	1	0	0	1	0	1	1	0	1	1	1	1	1	1	1	0	0	1	0	1	0	0	1	0	0	1	1	1	0	-1	0	1	1	-1	0	0	0	1	0	0	1	1	0	0	1	1	-1	1	1	-1	1	0	1	0	1	0	0	0	0	0	0	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1
Appropriations_Agriculture FY99 Appropriations bill_2108	36	1	0	-1	1	0	0	-1	0	-1	1	0	1	-1	1	-1	-1	-1	-1	0	0	1	0	-1	0	0	-1	0	0	1	-1	-1	0	1	0	1	-1	1	0	0	0	-1	0	0	-1	-1	0	0	1	1	-1	-1	-1	-1	1	0	-1	0	1	0	0	0	0	0	0	1	-1	0	1	0	1	1	0	1	1	1	1	-1	-1	1	1	1	-1	-1	0	-1	1	0	-1	-1	1	1	1	1	0	0	-1	-1	1	1	1
"Appropriations_Appropriations bill FY2000, Treasury, Postal Service_2533"	36	1	0	1	1	0	-1	1	0	1	1	-1	1	1	1	-1	-1	0	1	0	0	1	0	0	0	-1	1	0	1	1	1	1	0	-1	0	1	-1	-1	-1	0	0	1	0	0	1	1	0	0	0	0	1	1	0	1	-1	0	1	0	1	0	0	0	0	0	0	1	-1	0	-1	1	-1	-1	0	-1	1	-1	-1	1	1	1	1	1	1	-1	0	1	1	0	-1	-1	-1	-1	1	0	0	0	1	1	1	-1	-1
"Appropriations_Appropriations bill FY98, Treasury, Postal Service_1466"	36	-1	0	1	-1	0	0	1	0	1	-1	0	1	-1	-1	-1	-1	1	1	0	0	1	0	1	0	0	-1	0	0	1	-1	1	0	1	0	1	1	-1	0	0	0	1	0	0	1	1	0	0	-1	1	-1	1	1	-1	1	0	1	0	1	0	0	0	0	0	0	1	-1	0	-1	0	-1	1	0	-1	1	-1	-1	-1	1	1	-1	1	1	-1	0	1	1	0	-1	-1	-1	-1	1	1	0	0	1	-1	1	-1	-1
Appropriations_FY 1999 VA-HUD Appropriations_2114	36	1	0	1	1	0	0	1	0	1	1	0	1	1	1	1	1	1	1	0	0	1	0	1	0	0	1	0	0	1	1	1	0	1	0	1	1	1	0	0	0	1	0	0	1	1	0	0	1	1	-1	1	1	1	1	0	1	0	1	0	0	0	0	0	0	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1
Appropriations_Marriage Penalty Bill_1857	36	-1	0	1	1	0	0	1	0	1	-1	0	-1	1	-1	-1	-1	1	1	0	0	1	0	1	0	0	1	0	0	-1	1	1	0	-1	0	-1	1	-1	0	0	0	1	0	0	1	1	0	0	-1	-1	-1	1	1	-1	-1	0	1	0	-1	0	0	0	0	0	0	1	1	0	-1	0	-1	-1	0	1	-1	-1	1	1	1	-1	-1	-1	1	-1	0	1	-1	0	1	1	-1	-1	-1	-1	0	0	1	1	-1	-1	-1
Appropriations_Transportation Department FY2000 Appropriations bill_2564	36	1	0	1	1	0	1	1	0	1	1	1	-1	1	1	1	0	1	1	0	0	1	0	0	0	1	1	0	1	0	1	1	0	1	0	1	1	1	1	0	0	1	0	0	0	1	0	0	0	1	1	1	1	1	1	0	-1	0	1	0	0	0	0	0	0	1	1	0	-1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1
"Budget, Spending and Taxes_Balanced Budget amendment_1169"	36	1	0	-1	-1	0	0	-1	0	-1	1	0	1	-1	1	1	1	-1	-1	0	0	-1	0	-1	0	0	-1	0	0	1	-1	1	0	1	0	1	-1	1	0	0	0	-1	0	0	-1	-1	0	0	1	1	1	-1	1	1	1	0	-1	0	1	0	0	0	0	0	0	1	1	0	1	0	1	1	0	1	1	1	-1	-1	-1	1	1	1	-1	1	0	-1	1	0	-1	-1	1	1	1	1	0	0	1	-1	1	1	1
"Budget, Spending and Taxes_Budget Deficit Amendment_1236"	36	1	0	1	1	0	0	1	0	1	-1	0	-1	1	1	-1	-1	1	1	0	0	1	0	1	0	0	1	0	0	1	1	-1	0	-1	0	-1	1	-1	0	0	0	1	0	0	1	1	0	0	-1	-1	-1	1	1	-1	-1	0	1	0	-1	0	0	0	0	0	0	1	1	0	-1	0	-1	-1	0	-1	1	1	1	1	1	1	-1	1	1	-1	0	1	1	0	-1	-1	-1	1	1	-1	0	0	1	1	-1	-1	-1
"Budget, Spending and Taxes_Budget Reconciliation bill_1327"	36	1	0	-1	-1	0	0	-1	0	-1	1	0	1	-1	1	1	1	-1	-1	0	0	1	0	-1	0	0	-1	0	0	1	-1	1	0	1	0	1	-1	1	0	0	0	1	0	0	-1	-1	0	0	1	1	1	1	1	1	1	0	1	0	1	0	0	0	0	0	0	1	1	0	1	0	1	1	0	1	1	1	1	-1	-1	1	1	1	-1	1	0	-1	1	0	1	1	1	1	1	1	0	0	-1	-1	1	1	1
"Budget, Spending and Taxes_Budget Reconciliation bill_1392"	36	1	0	1	1	0	0	1	0	1	1	0	1	1	1	1	1	1	1	0	0	1	0	1	0	0	1	0	0	1	1	1	0	-1	0	1	1	-1	0	0	0	1	0	0	1	1	0	0	1	1	1	1	1	1	1	0	1	0	1	0	0	0	0	0	0	1	1	0	-1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0	1	1	1	-1	1
"Budget, Spending and Taxes_Budget Reconciliation Bill_1394"	36	1	0	1	1	0	0	1	0	1	1	0	1	1	1	1	1	1	1	0	0	1	0	1	0	0	1	0	0	1	1	1	0	1	0	1	1	1	0	0	0	1	0	0	1	1	0	0	1	1	1	1	1	1	1	0	1	0	1	0	0	0	0	0	0	1	1	0	1	0	1	1	0	1	1	1	1	1	-1	1	1	1	1	1	0	-1	1	0	1	-1	1	1	1	1	0	0	1	1	1	1	1
"Budget, Spending and Taxes_Budget Resolution FY1999-2000_1240"	36	-1	0	1	1	0	0	1	0	1	1	0	1	1	1	1	-1	1	1	0	0	1	0	-1	0	0	1	0	0	1	1	1	0	-1	0	1	1	1	0	0	0	1	0	0	-1	-1	0	0	1	1	-1	1	1	1	1	0	1	0	1	0	0	0	0	0	0	1	1	0	-1	0	1	1	0	1	1	1	1	1	-1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0	1	1	1	-1	1
"Budget, Spending and Taxes_Personal Retirement Accounts Amendment_1617"	36	1	0	-1	-1	0	0	-1	0	-1	1	0	1	-1	-1	1	1	-1	-1	0	0	-1	0	-1	0	0	-1	0	0	1	-1	-1	0	1	0	-1	-1	1	0	0	0	-1	0	0	-1	-1	0	0	1	1	1	-1	-1	1	1	0	-1	0	1	0	0	0	0	0	0	-1	-1	0	1	0	1	1	0	-1	1	1	-1	-1	-1	1	1	1	-1	1	0	-1	1	0	-1	-1	1	-1	1	1	0	0	-1	-1	1	1	1
"Budget, Spending and Taxes_School Modernization Amendment_1620"	36	-1	0	-1	-1	0	0	-1	0	-1	1	0	1	-1	1	1	1	-1	-1	0	0	-1	0	-1	0	0	-1	0	0	1	-1	-1	0	1	0	1	-1	1	0	0	0	-1	0	0	-1	-1	0	0	1	1	1	-1	-1	1	1	0	-1	0	1	0	0	0	0	0	0	-1	-1	0	1	0	1	1	0	1	1	1	-1	-1	-1	1	1	1	-1	1	0	1	1	0	-1	-1	1	1	1	1	0	0	-1	-1	1	1	1
Campaign Finance and Election Issues_Federal Election Commission term length_1860	36	-1	0	1	1	0	0	1	0	1	-1	0	-1	1	-1	-1	-1	1	1	0	0	1	0	1	0	0	1	0	0	-1	1	1	0	-1	0	-1	1	-1	0	0	0	1	0	0	1	1	0	0	-1	-1	-1	1	1	-1	-1	0	1	0	-1	0	0	0	0	0	0	1	1	0	-1	0	-1	-1	0	-1	-1	-1	1	1	1	-1	-1	-1	1	-1	0	1	-1	0	1	1	-1	-1	-1	-1	0	0	1	1	-1	-1	-1
Civil Liberties_Phone Recording Amendment_1896	36	-1	0	1	1	0	0	1	0	1	-1	0	-1	1	-1	-1	-1	1	1	0	0	1	0	1	0	0	1	0	0	-1	1	1	0	-1	0	1	1	-1	0	0	0	1	0	0	1	1	0	0	-1	-1	-1	1	1	-1	-1	0	1	0	-1	0	0	0	0	0	0	1	1	0	-1	0	-1	-1	0	1	-1	-1	1	1	1	-1	-1	-1	1	-1	0	1	-1	0	1	1	-1	-1	-1	-1	0	0	1	1	-1	-1	-1
Crime Issues_Violent Crime Victims Amendment_1279	36	-1	0	-1	-1	0	0	-1	0	-1	1	0	1	-1	1	1	1	-1	-1	0	0	-1	0	-1	0	0	-1	0	0	1	-1	-1	0	1	0	-1	-1	1	0	0	0	-1	0	0	-1	-1	0	0	1	1	1	-1	-1	1	1	0	-1	0	1	0	0	0	0	0	0	-1	-1	0	1	0	1	1	0	1	1	1	-1	-1	-1	1	1	1	-1	1	0	-1	1	0	-1	-1	1	-1	1	1	0	0	-1	-1	1	1	1
Defense_American Missile Protection bill_2035	36	1	0	-1	-1	0	0	-1	0	-1	1	0	1	-1	1	1	1	1	1	0	0	-1	0	-1	0	0	-1	0	0	1	-1	-1	0	1	0	1	-1	1	0	0	0	-1	0	0	-1	-1	0	0	1	1	1	1	-1	1	1	0	-1	0	1	0	0	0	0	0	0	-1	-1	0	1	0	1	1	0	1	1	1	-1	-1	-1	1	1	1	-1	1	0	-1	1	0	-1	-1	1	1	1	1	0	0	-1	-1	1	1	1
Defense_Defense Department FY98-99 Authorization bill_1523	36	1	0	1	-1	0	0	1	0	1	1	0	1	1	1	1	1	1	1	0	0	-1	0	1	0	0	1	0	0	1	1	-1	0	1	0	1	1	1	0	0	0	1	0	0	1	1	0	0	1	1	1	1	1	1	-1	0	1	0	1	0	0	0	0	0	0	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	-1	1	1	-1	1	0	0	1	1	1	1	1
